RAW ,EMA-12,EMA-26,TBR-24,VOL-29,MOM-25,Task-2a,Task-2b,Task-2c,Task-2d
520.87,519.8845958,520.3916116,-0.005270897,0.01437472,0,2,2,2,0
520.31,520.2445532,520.3162778,-0.001075124,0.014771159,-3.32,2,2,2,2
515.9,516.5683928,516.2397137,-0.009541728,0.014729328,1.65,1,2,2,1
518.66,518.3382143,518.4738241,-0.004242901,0.013392829,6.62,2,2,2,1
517.56,517.6797253,517.6302942,-0.006354753,0.012259085,7.73,1,2,2,1
517,517.1045731,517.0484842,-0.007429877,0.011944296,9.38,1,2,2,1
520.31,519.8168574,520.0591142,-0.001075124,0.011179714,12.69,2,2,2,1
524.18,523.5087473,523.8630088,0.006354753,0.011662049,16.56,2,2,2,1
521.97,522.2067304,522.1156161,-0.004216109,0.012644047,14.35,1,2,2,1
520.31,520.6018047,520.4488935,-0.00738296,0.013225419,14.89,1,2,2,1
521.97,521.7595084,521.8529918,-0.004216109,0.013501337,20.97,2,2,2,1
514.8,515.8706936,515.3425378,-0.017894616,0.013862793,13.8,1,2,2,1
510.38,511.2247221,510.7617337,-0.026326834,0.013762069,8.83,1,1,2,1
514.25,513.7845726,513.9816718,-0.018943874,0.013652659,13.8,2,2,2,1
513.69,513.7045496,513.7124363,-0.02001221,0.013365866,8.82,2,1,2,1
518.66,517.897623,518.2794182,-0.010530734,0.012551501,12.14,2,2,2,1
518.66,518.5427112,518.6307245,-0.010530734,0.011735232,8.83,2,2,2,1
520.31,520.0381094,520.180825,-0.00738296,0.010815621,8.27,2,2,2,1
519.21,519.3374014,519.2846788,-0.009481476,0.009540392,8.83,1,2,2,1
518.11,518.298831,518.2003599,-0.011579992,0.008740352,6.07,1,2,2,1
520.31,520.0005894,520.14772,-0.00738296,0.008000056,7.72,2,2,2,1
521.97,521.6670138,521.8298246,-0.004216109,0.007710236,12.69,2,2,2,1
528.04,527.0595406,527.5622942,0.007363883,0.007698854,14.9,2,2,2,1
525.28,525.5537755,525.4555611,-0.005226877,0.008192407,10.48,1,2,2,1
520.87,521.5905808,521.2227355,-0.013578517,0.008313879,0,1,2,2,0
523.07,522.8423971,522.9279027,-0.009412166,0.008077095,2.76,2,2,2,1
517.56,518.3726765,517.9729156,-0.019846981,0.007443183,1.66,1,2,2,1
518.11,518.1504118,518.099455,-0.018805394,0.007133652,-0.55,1,2,2,2
513.69,514.3762172,514.0291888,-0.027175972,0.006956486,-3.87,1,1,2,2
507.62,508.659418,508.1130145,-0.038671313,0.007225963,-9.38,1,1,2,2
511.49,511.0545259,511.2302319,-0.031342323,0.008298889,-8.82,2,1,2,2
520.31,518.8860809,519.6115563,-0.014639042,0.008634447,-3.87,2,2,2,2
519.76,519.6255509,519.7485813,-0.01568063,0.008657995,-2.21,2,2,2,2
519.76,519.7393155,519.7591216,-0.01568063,0.008658765,-0.55,2,2,2,2
527.49,526.297587,526.895317,-0.001041588,0.008639688,5.52,2,2,2,1
523.07,523.5665518,523.3642552,-0.009412166,0.009175894,8.27,1,2,2,1
523.07,523.1463926,523.092635,-0.009412166,0.009101702,12.69,1,2,2,1
519.21,519.8155989,519.5086642,-0.016722218,0.009160007,4.96,1,2,2,1
525.83,524.9047075,525.3437434,-0.004185289,0.009144129,12.14,2,2,2,1
523.07,523.3522627,523.2449033,-0.009412166,0.009412241,4.41,1,2,2,1
519.76,520.3126558,520.0280695,-0.01568063,0.009373607,1.1,1,2,2,1
514.25,515.1827163,514.6944669,-0.026115446,0.008757079,-6.06,1,1,2,2
514.25,514.3934948,514.2841898,-0.026115446,0.008757079,-4.96,1,1,2,2
521.42,520.3389992,520.8710915,-0.012536929,0.008703718,3.31,2,2,2,1
525.28,524.519846,524.9408532,-0.005226877,0.008710291,4.97,2,2,2,1
519.21,520.0268994,519.6508349,-0.016722218,0.0089095,-2.76,1,2,2,2
517.56,517.939523,517.7208335,-0.018825001,0.008915981,-10.48,1,2,2,2
521.97,521.3499266,521.643141,-0.010464653,0.00895395,-3.31,2,2,2,2
523.63,523.2792195,523.4771647,-0.007317674,0.008950206,2.76,2,2,2,1
513.14,514.6998799,513.9351665,-0.027204307,0.00904187,-9.93,1,1,2,2
504.87,506.3822892,505.5673205,-0.04288233,0.009372287,-12.69,1,1,2,2
504.87,505.1026599,504.92364,-0.04288233,0.010338713,-13.24,1,1,2,2
514.25,512.8427169,513.5325877,-0.025100002,0.011264037,0.56,2,1,2,1
514.8,514.4988795,514.7025067,-0.024057328,0.011322077,7.18,2,1,2,1
514.8,514.7536738,514.7925005,-0.024057328,0.011235019,3.31,2,1,2,1
510.38,511.0528729,510.7194231,-0.032436634,0.011292763,-9.93,1,1,2,2
512.59,512.3535189,512.4461095,-0.028246981,0.011598873,-7.17,2,1,2,2
520.31,519.085926,519.7050853,-0.013611632,0.011648007,0.55,2,2,2,1
513.14,514.0547578,513.6450066,-0.024133275,0.011096461,-14.35,1,1,2,2
510.38,510.9453474,510.6311544,-0.02938212,0.010986037,-12.69,1,1,2,2
507.07,507.6662073,507.343935,-0.03567693,0.011282329,-16,1,1,2,2
510.93,510.427878,510.6541488,-0.028336154,0.011865368,-8.28,2,1,2,2
519.21,517.8589043,518.5518576,-0.011555742,0.012025854,-6.62,2,2,2,2
523.07,522.268293,522.7224506,-0.00420728,0.011396796,0,2,2,2,0
529.69,528.5481989,529.1540347,0.008395522,0.011391763,9.93,2,2,2,1
530.25,529.9881844,530.165695,0.001057222,0.012119531,16,2,2,2,1
542.94,540.947413,541.9573612,0.023932107,0.01301137,28.69,2,2,2,1
566.11,562.2388328,564.2521047,0.042675065,0.015656149,44.69,2,2,2,1
584.32,580.9228973,582.7763157,0.032166893,0.023189958,59.04,2,2,1,1
577.15,577.7304457,577.5827935,-0.012270674,0.032639941,57.94,1,2,1,1
580.46,580.0400686,580.2386764,-0.006605969,0.037810077,62.9,2,2,1,1
570.53,571.9930875,571.2768213,-0.023600082,0.042406312,48.56,1,1,1,1
577.15,576.3566288,576.698217,-0.012270674,0.044960906,53.52,2,2,1,1
578.8,578.4240967,578.6383244,-0.009446878,0.047961471,65.66,2,2,1,1
585.98,584.8175533,585.4152557,0.002840909,0.050510198,81.11,2,2,1,1
584.87,584.8619313,584.9119427,-0.001894263,0.053344159,80,2,2,1,1
575.49,576.9318356,576.2147648,-0.017901635,0.055715045,61.24,1,2,1,1
584.87,583.6487439,584.2042127,-0.001894263,0.056853838,70.07,2,2,1,1
594.25,592.6190375,593.4772471,0.01411311,0.057963571,79.45,2,2,1,1
589.84,590.2675442,590.1197882,-0.007421119,0.058924191,79.46,1,2,1,1
586.53,587.1050068,586.8061376,-0.012991165,0.058896264,73.94,1,2,1,1
574.94,576.8115395,575.8527798,-0.032494741,0.058936864,54.63,1,1,1,1
568.87,570.0917753,569.4071369,-0.042709297,0.058008015,55.73,1,1,1,1
565.56,566.2571962,565.8559336,-0.048279344,0.056602086,55.18,1,1,1,1
571.08,570.3380302,570.6781487,-0.038990324,0.054442473,64.01,2,1,1,1
570.53,570.5004662,570.5413961,-0.03991586,0.052348206,59.6,2,1,1,1
574.39,573.7916102,574.0939535,-0.033420278,0.05067754,55.18,2,1,1,1
573.84,573.8325554,573.8595349,-0.034345814,0.04808725,50.77,2,1,1,1
581.01,579.9057778,580.4599642,-0.022280185,0.044655876,51.32,2,1,1,1
587.63,586.4416581,587.0784588,-0.011140093,0.040272583,57.38,2,2,1,1
601.98,599.5894859,600.8337276,0.013007993,0.035847256,59.04,2,2,1,1
603.63,603.0083824,603.4149021,0.002740955,0.032913788,37.52,2,2,1,1
594.25,595.5974435,594.9549925,-0.01553932,0.029819539,9.93,1,2,1,1
599.22,598.6626836,598.8919225,-0.0073058,0.026080132,22.07,2,2,1,1
603.63,602.8657975,603.2655325,0,0.021592475,23.17,2,2,1,1
611.91,610.5185842,611.245041,0.013717012,0.018981164,41.38,2,2,2,1
606.39,607.0251668,606.7634647,-0.009020934,0.020348994,29.24,1,2,1,1
605.29,605.5569487,605.4033434,-0.010818584,0.021525418,26.49,1,2,1,1
608.05,607.6664537,607.846411,-0.006308117,0.022274434,22.07,2,2,1,1
606.39,606.5863775,606.5020316,-0.009020934,0.023237908,21.52,1,2,1,1
611.91,611.0909812,611.4940024,0,0.023342846,36.42,2,2,1,1
610.25,610.3793817,610.3456925,-0.002712817,0.024172724,25.38,1,2,1,1
611.91,611.6745203,611.7896687,0,0.024736047,17.66,2,2,1,1
595.91,598.3353108,597.131513,-0.026147636,0.025567214,6.07,1,1,1,1
588.18,589.7423555,588.8685779,-0.038780213,0.025510123,1.65,1,1,1,1
595.35,594.4872855,594.8514291,-0.027062803,0.02496019,20.41,2,1,1,1
595.35,595.2172747,595.3116484,-0.027062803,0.024846536,26.48,2,1,1,1
601.42,600.4657346,600.9501268,-0.017143044,0.024845996,35.86,2,2,1,1
595.35,596.1370361,595.780779,-0.027062803,0.024969587,24.27,1,1,1,1
582.66,584.7333902,583.6692907,-0.047801147,0.024893744,12.13,1,1,1,1
581.01,581.5828293,581.2145608,-0.050497622,0.024417644,6.62,1,1,1,1
582.11,582.0288968,582.0411201,-0.048699972,0.023425612,8.27,2,1,1,1
577.15,577.9005995,577.52624,-0.056805739,0.021891448,-3.86,1,1,1,2
582.66,581.9277845,582.2650954,-0.047801147,0.021289559,-4.97,2,1,1,2
577.15,577.8850438,577.5434689,-0.056805739,0.02018823,-24.83,1,1,1,2
572.73,573.5230837,573.1002668,-0.064029024,0.019917783,-30.9,1,1,2,2
573.28,573.3173975,573.2661744,-0.063130199,0.020042499,-20.97,1,1,1,2
583.22,581.6965227,582.4543211,-0.04688598,0.020732673,-16,2,1,1,2
591.49,589.9833112,590.7949478,-0.033370921,0.020933069,-12.14,2,1,1,2
592.6,592.1974325,592.4611498,-0.031556928,0.020843925,-19.31,2,1,1,2
595.35,594.8649896,595.1277808,-0.027062803,0.020652566,-11.04,2,1,1,2
592.6,592.9484599,592.7944447,-0.031556928,0.020657821,-12.69,1,1,1,2
588.18,588.9136092,588.5349573,-0.038780213,0.020612043,-19.87,1,1,1,2
580.46,581.7605553,581.0811506,-0.051396447,0.020471412,-25.93,1,1,1,2
579.35,579.7208547,579.4831654,-0.053210439,0.019983923,-32.56,1,1,2,2
583.77,583.1470546,583.4402435,-0.045987155,0.019864322,-26.48,2,1,2,2
584.32,584.1395469,584.2523264,-0.028432709,0.019487655,-27.59,2,1,2,2
585.98,585.6968534,585.847102,-0.025672575,0.018742557,-9.93,2,1,2,2
587.08,586.8672082,586.9851617,-0.02384357,0.017982324,-1.1,2,1,2,2
590.94,590.3134166,590.6357817,-0.017425426,0.016371679,-4.41,2,2,2,2
590.39,590.3782179,590.4089063,-0.018339929,0.014743145,-4.96,2,2,2,2
590.39,590.3881874,590.3914543,-0.008331234,0.012444487,-11.03,2,2,2,2
593.15,592.7251058,592.9378042,-0.003695305,0.012138782,-2.2,2,2,2,2
599.22,598.2207855,598.7367542,0.006500378,0.012304968,16.56,2,2,2,1
599.77,599.5316593,599.6905196,0.00091786,0.012642164,18.76,2,2,2,1
611.36,609.5402553,610.4623477,0.019324074,0.013012278,29.25,2,2,2,1
615.77,614.8115777,615.3617191,0.007213426,0.014443558,38.62,2,2,2,1
617.43,617.0271658,617.2709015,0.002695812,0.01683486,34.77,2,2,2,1
617.43,617.3680255,617.4177617,0,0.019070218,40.28,2,2,2,1
617.43,617.4204655,617.4290586,0,0.020771503,44.7,2,2,1,1
622.94,622.0908408,622.5160814,0.008924089,0.022160181,49.66,2,2,1,1
614.67,615.8116678,615.2735447,-0.013275757,0.0236149,31.45,1,2,1,1
615.22,615.3110258,615.2241188,-0.012392847,0.024198295,23.73,1,2,1,1
615.22,615.234004,615.2203168,-0.012392847,0.024289796,22.62,1,2,1,1
616.32,616.1529237,616.235409,-0.010627027,0.023745825,20.97,2,2,1,1
603.08,605.091219,604.0919545,-0.03188108,0.023076593,10.48,1,1,1,1
602.53,602.9240337,602.6501503,-0.03276399,0.022513897,14.35,1,1,1,1
599.22,599.7898513,599.4838577,-0.038077503,0.022362434,18.76,1,1,1,1
600.87,600.7038233,600.7633737,-0.035428773,0.022224861,21.52,2,1,1,1
589.84,591.5113574,590.6802595,-0.053135133,0.022174453,6.07,1,1,1,1
579.91,581.6948242,580.7384815,-0.069075673,0.022304819,-4.41,1,1,1,2
581.56,581.5807422,581.4968063,-0.066426943,0.022903894,-4.42,1,1,1,2
585.98,585.3031911,585.6351389,-0.059331557,0.022805056,-1.1,2,1,1,2
589.29,588.6766448,589.0088568,-0.054018043,0.022277287,-1.65,2,1,1,2
595.35,594.32333,594.8622198,-0.04428998,0.021916157,4.96,2,1,1,1
600.32,599.3974354,599.9001708,-0.036311683,0.021342104,9.93,2,1,1,1
604.73,603.9096054,604.3584747,-0.02923235,0.020773397,11.58,2,1,1,1
610.25,609.2745547,609.7968057,-0.020371143,0.020242909,11.03,2,1,1,1
611.91,611.5045469,611.7474466,-0.01770636,0.020039285,12.14,2,2,1,1
611.91,611.8476226,611.8974959,-0.01770636,0.019794587,0.55,2,2,2,1
617.98,617.0365573,617.5121151,-0.007962244,0.019458453,2.21,2,2,2,1
619.08,618.7656242,618.9593935,-0.006196423,0.019521581,1.65,2,2,2,1
618.53,618.5662499,618.5630303,-0.007079333,0.019845957,1.1,1,2,2,1
612.46,613.3994231,612.9294639,-0.01682345,0.020090271,-4.97,1,2,1,2
621.29,620.0760651,620.6468818,0.003569813,0.020106746,-1.65,2,2,1,2
624.05,623.4386254,623.7882217,0.00444237,0.020407102,9.38,2,2,1,1
633.43,631.8928654,632.6883247,0.015030847,0.020815034,18.21,2,2,1,1
634.53,634.124287,634.3883327,0.001736577,0.022091548,19.31,2,2,1,1
635.08,634.9329672,635.0267948,0.000866783,0.023371804,18.76,2,2,1,1
637.29,636.9273796,637.1159073,0.003479877,0.024354678,34.21,2,2,1,1
633.43,633.9680584,633.7135313,-0.006056897,0.025786188,30.9,1,2,1,1
630.67,631.1773936,630.9041178,-0.010387736,0.026723613,31.45,1,2,1,1
633.43,633.0834452,633.2357014,-0.006056897,0.027376973,32.56,2,2,1,1
639.5,638.5128377,639.0181309,0.003467809,0.028153168,49.66,2,2,1,1
640.6,640.2788981,640.4783178,0.001720094,0.029212912,60.69,2,2,1,1
631.22,632.6136766,631.9321783,-0.014642523,0.030164138,49.66,1,2,1,1
630.67,630.9690272,630.7670906,-0.015501093,0.030174126,44.69,1,2,1,1
636.19,635.3867734,635.7728531,-0.006884171,0.030121751,46.9,2,2,1,1
632.32,632.7918113,632.5856041,-0.012925382,0.029463055,36.97,1,2,1,1
632.32,632.3925864,632.3404311,-0.012925382,0.027191965,32,1,2,1,1
640.05,638.8719364,639.4569562,-0.00085857,0.024619895,35.32,2,2,1,1
656.05,653.407221,654.773612,0.024118014,0.022522577,45.8,2,2,1,1
666.53,664.5111109,665.6256625,0.015974392,0.021874956,54.62,2,2,1,1
675.91,674.1563248,675.1188971,0.014072885,0.022865485,64,2,2,1,1
679.22,678.440973,678.9045305,0.004897102,0.025116621,61.24,2,2,1,1
674.81,675.3686112,675.1249639,-0.006492742,0.027415984,55.73,1,2,1,1
666.53,667.8897863,667.1911511,-0.018683195,0.028867657,48,1,2,1,1
667.08,667.2045825,667.0885501,-0.017873443,0.029137474,54.62,1,2,1,1
671.5,670.8391665,671.1606577,-0.011365979,0.029121764,50.21,2,2,1,1
683.09,681.2052564,682.1723583,0.005697712,0.029614847,59.04,2,2,1,1
686.4,685.6008087,686.0747968,0.004845628,0.030963227,52.97,2,2,1,1
687.5,687.2078167,687.390369,0.001602564,0.032140965,52.97,2,2,1,1
688.6,688.385818,688.5069515,0.0016,0.032406243,53.52,2,2,1,1
686.4,686.7055105,686.5620732,-0.003194888,0.03305976,49.11,1,2,1,1
684.74,685.0423862,684.8801595,-0.005605577,0.033329573,51.31,1,2,1,1
675.91,677.3149825,676.6000123,-0.018428696,0.033791458,45.24,1,2,1,1
668.19,669.5938435,668.836924,-0.029639849,0.033600625,34.76,1,1,1,1
665.43,666.0705913,665.6920711,-0.033647981,0.03303904,25.93,1,1,1,1
669.29,668.7947064,669.0132362,-0.028042405,0.032449136,28.69,2,1,1,1
663.77,664.5430317,664.1733259,-0.03605867,0.0315986,32.55,1,1,1,1
662.12,662.4927741,662.2779481,-0.038454836,0.030317709,31.45,1,1,1,1
656.6,657.5065806,657.0367652,-0.046471101,0.029131433,20.41,1,1,1,1
655.5,655.8087047,655.6182127,-0.048068545,0.028373872,23.18,1,1,1,1
655.5,655.547493,655.5090933,-0.048068545,0.027672693,23.18,1,1,1,1
645.01,646.6311528,645.8176226,-0.063302353,0.026107047,4.96,1,1,1,1
647.22,647.1294081,647.1121248,-0.060092942,0.024839883,-8.83,1,1,1,2
656.05,654.6776012,655.3624711,-0.047269823,0.023940831,-10.48,2,1,1,2
654.95,654.9080925,654.9817285,-0.048867267,0.022079692,-20.96,2,1,1,2
656.05,655.8743219,655.9678253,-0.047269823,0.020027714,-23.17,2,1,1,2
641.7,643.8806649,642.797525,-0.068109207,0.018718215,-33.11,1,1,2,2
631.22,633.1677946,632.1105788,-0.083328493,0.019874527,-35.31,1,1,2,2
623.49,624.9788915,624.1531214,-0.094554168,0.022355579,-43.59,1,1,1,2
615.22,616.7213679,615.9071632,-0.106564043,0.025227689,-56.28,1,1,1,2
615.22,615.4509797,615.2728587,-0.106564043,0.028442654,-67.87,1,1,1,2
615.22,615.2555353,615.2240661,-0.106564043,0.031172006,-71.18,1,1,1,2
621.29,620.3616208,620.8233897,-0.097749056,0.033631071,-66.21,2,1,1,2
621.84,621.612557,621.7617992,-0.094055944,0.035167794,-66.76,2,1,1,2
619.63,619.9350088,619.7939846,-0.095087186,0.036306626,-66.77,1,1,1,2
616.87,617.3415398,617.0949219,-0.087348907,0.036766109,-67.87,1,1,1,2
619.63,619.2779292,619.434994,-0.074198031,0.03683666,-56.28,2,1,1,2
623.49,622.8419891,623.1780765,-0.068430725,0.036208765,-44.7,2,1,1,2
620.18,620.5895368,620.4106213,-0.073376264,0.034828642,-45.25,1,1,1,2
617.98,618.3814672,618.1669709,-0.068984739,0.033412101,-51.31,1,1,1,2
615.22,615.7063796,615.4466901,-0.070833082,0.031816848,-48.55,1,1,1,2
608.05,609.2279045,608.6189762,-0.073941517,0.030892561,-54.07,1,1,1,2
603.63,604.4912161,604.0137674,-0.079902446,0.030856034,-52.97,1,1,1,2
597.56,598.6263409,598.0564436,-0.08915479,0.031071714,-57.94,1,1,1,2
594.8,595.3886678,595.0504957,-0.093361786,0.031051617,-60.7,1,1,1,2
597.29,596.9974874,597.1177304,-0.089566344,0.031348784,-47.72,2,1,1,2
597.29,597.2449981,597.2767485,-0.089566344,0.031103453,-49.93,2,1,1,2
599.77,599.3815382,599.5782114,-0.085786144,0.030965268,-56.28,2,1,1,2
600.87,600.6410059,600.7706316,-0.084109443,0.03037347,-54.08,2,1,1,2
600.32,600.3693855,600.354664,-0.064484962,0.029344194,-55.73,1,1,1,2
599.22,599.3968285,599.3072818,-0.050695479,0.029009698,-42.48,1,1,1,2
604.18,603.4441275,603.8051755,-0.030970826,0.028282201,-27.04,2,1,1,2
601.98,602.2052504,602.1203981,-0.03449935,0.025884347,-21.51,1,1,1,2
601.42,601.5408078,601.4738768,-0.03539752,0.023094925,-13.8,1,1,1,2
609.15,607.979355,608.559529,-0.022999567,0.01917008,-6.07,2,1,2,2
587.08,590.2952854,588.7322715,-0.058397087,0.016720983,-28.14,1,1,2,2
583.77,584.7738901,584.1517132,-0.063705913,0.016890522,-37.52,1,1,2,2
571.63,573.6521369,572.5932087,-0.083176956,0.017939495,-50.21,1,1,2,2
559.49,561.6687903,560.4979391,-0.102647998,0.020897263,-60.14,1,1,1,2
549.56,551.4228908,550.4013799,-0.118574476,0.025149649,-67.31,1,1,1,2
551.21,551.2427524,551.1477985,-0.115928082,0.030035457,-68.42,1,1,1,2
557.83,556.8165773,557.3159845,-0.100535328,0.033249724,-65.66,2,1,1,2
567.22,565.6194734,566.4581527,-0.082138581,0.034876962,-52.96,2,1,1,2
565.56,565.5691498,565.6290887,-0.080719092,0.035347554,-52.42,2,1,1,2
565.56,565.5614077,565.5653145,-0.071558729,0.035856408,-49.66,2,1,1,2
561.7,562.2940627,561.9973319,-0.077895428,0.035898898,-46.35,1,1,1,2
561.7,561.7913943,561.7228717,-0.077895428,0.035568917,-41.93,1,1,1,2
561.7,561.7140607,561.7017594,-0.077895428,0.035163708,-35.86,1,1,1,2
564.46,564.0375478,564.2478276,-0.073364524,0.034596553,-30.34,2,1,1,2
563.35,563.4557766,563.4190637,-0.075186736,0.033776363,-33.94,1,1,1,2
560.59,561.0308887,560.8076203,-0.079717639,0.033379008,-36.7,1,1,1,2
566.11,565.3285983,565.7021246,-0.070655832,0.033251039,-33.66,2,1,1,2
566.11,565.9897843,566.078625,-0.070655832,0.033057329,-34.76,2,1,1,2
571.63,570.7622745,571.2029712,-0.061594024,0.032896,-28.69,2,1,1,2
570.53,570.5657345,570.581767,-0.063399819,0.032340694,-28.69,2,1,1,2
568.87,569.1308822,569.0016744,-0.066124928,0.031713125,-35.31,1,1,1,2
576.04,574.9770588,575.4985903,-0.054354428,0.030794366,-25.94,2,1,1,2
578.25,577.7464706,578.0383531,-0.050726422,0.029574899,-23.17,2,1,1,2
571.63,572.5709955,572.1229502,-0.026316686,0.028314839,-37.52,1,1,1,2
568.32,568.9739993,568.6125346,-0.026465903,0.026968675,-18.76,1,1,1,2
572.73,572.1521537,572.4132719,-0.009546044,0.024772745,-11.04,2,2,1,2
576.59,575.9072544,576.2687132,-0.002870731,0.022489281,4.96,2,2,1,1
575.49,575.554193,575.549901,-0.004773022,0.019988158,16,1,2,2,1
574.39,574.5691066,574.4792232,-0.006675313,0.014896941,24.83,1,2,2,1
569.97,570.6775549,570.3168633,-0.014319066,0.013599312,18.76,1,2,2,1
570.53,570.5527007,570.5136049,-0.013350627,0.012444475,12.7,1,2,2,1
570.53,570.5334924,570.5287388,-0.013350627,0.012402223,3.31,1,2,2,1
571.08,570.9959219,571.0375953,-0.012399481,0.012207173,5.52,2,2,2,1
568.87,569.1970649,569.0367381,-0.016221358,0.010706363,3.31,1,2,2,1
566.66,567.0503177,566.842826,-0.020043234,0.009094231,4.96,1,1,2,1
558.94,560.1877412,559.5479097,-0.033393861,0.008379938,-2.76,1,1,2,2
551.77,553.0650371,552.3683007,-0.045793342,0.008975398,-9.93,1,1,2,2
554.52,554.2961596,554.3544847,-0.041037613,0.010486982,-9.94,2,1,2,2
555.08,554.9594092,555.0241911,-0.040069174,0.011364644,-8.27,2,1,2,2
558.39,557.8622168,558.1310916,-0.034345006,0.011941119,-2.2,2,1,2,2
556.73,556.9041872,556.8377763,-0.037215737,0.012166518,-9.38,1,1,2,2
552.87,553.4906442,553.1752136,-0.043891051,0.012528997,-13.24,1,1,2,2
539.07,541.2885606,540.1550164,-0.067756161,0.013367397,-32.56,1,1,2,2
525.83,528.2082401,526.9319243,-0.090652832,0.016163989,-44.7,1,1,2,2
526.94,527.1351139,526.9393788,-0.088733247,0.020838717,-41.93,1,1,1,2
529.14,528.831556,528.9707214,-0.084928664,0.024284785,-46.9,2,1,1,2
533.01,532.3671625,532.6992863,-0.075582303,0.026776813,-45.24,2,1,1,2
523.63,524.9741788,524.3276374,-0.091850362,0.02826853,-48,1,1,1,2
522.52,522.897566,522.659049,-0.093775473,0.030643003,-45.8,1,1,1,2
525.28,524.9134717,525.0783884,-0.088988709,0.032792474,-47.45,2,1,1,2
525.83,525.6889956,525.7721837,-0.086291682,0.033877403,-50.76,2,1,1,2
529.69,529.0744609,529.3886295,-0.077821689,0.034399049,-45.8,2,1,1,2
535.21,534.2660709,534.7622023,-0.062810815,0.034766546,-39.18,2,1,1,2
536.87,536.4693955,536.7078617,-0.059904041,0.03478869,-33.1,2,1,1,2
538.52,538.2045224,538.3806047,-0.057014779,0.034288494,-32.01,2,1,1,2
541.83,541.2722342,541.5646619,-0.051218743,0.033189506,-28.7,2,1,1,2
545.14,544.5449591,544.864974,-0.041714276,0.031877779,-25.94,2,1,1,2
542.94,543.1869168,543.0880749,-0.041859316,0.030437802,-25.93,1,1,1,2
537.97,538.7726026,538.3636981,-0.037517444,0.029295204,-28.69,1,1,1,2
530.25,531.5611696,530.8741306,-0.050394885,0.028007286,-28.69,1,1,1,2
529.69,529.9778723,529.781087,-0.051397769,0.026764344,-22.08,1,1,1,2
530.8,530.6735188,530.7216221,-0.049409911,0.02511527,-23.72,2,1,1,2
524.73,525.6443875,525.190894,-0.060280449,0.023316609,-30.35,1,1,1,2
532.45,531.4029827,531.8916072,-0.043611805,0.02176736,-25.94,2,1,1,2
538.52,537.4250743,538.0101236,-0.025955469,0.020525396,-18.21,2,1,1,2
544.04,543.0223191,543.5761634,-0.00201783,0.019856095,-8.83,2,2,2,2
555.08,553.2249722,554.1950895,0.018233848,0.01899179,16.01,2,2,2,1
565.56,563.6623034,564.6857761,0.018880161,0.018979014,39.73,2,2,2,1
584.32,581.1418928,582.8096751,0.033170663,0.020110001,57.38,2,2,1,1
578.8,579.1602912,579.1084365,-0.009446878,0.025125965,49.66,1,2,1,1
582.66,582.1215833,582.3868028,-0.002840909,0.028399744,49.65,2,2,1,1
584.87,584.4471667,584.6789848,0.000941265,0.032136435,61.24,2,2,1,1
590.39,589.4757179,589.9506911,0.009437995,0.035066634,67.87,2,2,1,1
594.8,593.9808797,594.4269762,0.007469639,0.038145835,69.52,2,2,1,1
592.04,592.3385969,592.2236136,-0.004640215,0.041248689,66.21,1,2,1,1
593.15,593.0251687,593.0787395,-0.002774042,0.043536629,63.46,2,2,1,1
593.15,593.1307952,593.1445184,-0.002774042,0.044898835,57.94,2,2,1,1
604.73,602.945507,603.8388091,0.016694687,0.045640289,67.86,2,2,1,1
602.53,602.5939241,602.6306776,-0.003637987,0.047356639,64.01,2,2,1,1
601.98,602.0744499,602.0300521,-0.004547484,0.048273894,60.15,1,2,1,1
594.8,595.9191461,595.3561579,-0.016420551,0.048959665,49.66,1,2,1,1
591.49,592.1714071,591.7873968,-0.021894068,0.049070463,48.55,1,1,1,1
587.63,588.328678,587.9497998,-0.028277082,0.048817345,49.66,1,1,1,1
587.63,587.7374889,587.6546,-0.028277082,0.048249089,57.38,1,1,1,1
585.42,585.7765368,585.5918923,-0.031931606,0.047720997,55.73,1,1,1,1
583.77,584.078698,583.9101456,-0.034660096,0.047163036,52.97,1,1,1,1
576.59,577.7421074,577.1530881,-0.046533164,0.046287999,51.86,1,1,1,1
582.11,581.4380165,581.7286991,-0.037405123,0.044721483,49.66,2,1,1,1
578.25,578.7404641,578.5175922,-0.043788137,0.04222521,39.73,1,1,1,1
578.8,578.7908406,578.7782763,-0.04287864,0.039236559,34.76,1,1,1,1
584.32,583.4693601,583.8937136,-0.033750599,0.035940317,29.24,2,1,1,1
589.84,588.8599016,589.3825934,-0.024622559,0.030998315,24.28,2,1,1,1
588.18,588.2846002,588.2725072,-0.027367586,0.026498915,3.86,1,1,1,1
599.77,598.0030154,598.8855775,-0.008202008,0.021985373,20.97,2,2,1,1
595.91,596.2320024,596.1388906,-0.014585021,0.017860814,13.25,1,2,2,1
593.15,593.6241542,593.3799147,-0.019149042,0.014682339,8.28,1,2,2,1
595.35,595.0844853,595.198455,-0.015511055,0.012691924,4.96,2,2,2,1
589.84,590.6468439,590.2521888,-0.024622559,0.012715807,-4.96,1,1,2,2
590.39,590.4295144,590.3793991,-0.023713062,0.012198465,-1.65,1,1,2,2
583.22,584.3291561,583.770723,-0.035569593,0.011953508,-9.93,1,1,2,2
576.59,577.7806394,577.1423633,-0.046533164,0.012048383,-16.56,1,1,2,2
583.77,582.8485599,583.2601818,-0.031135379,0.012805059,-20.96,2,1,2,2
