RAW ,EMA-12,EMA-26,TBR-24,VOL-29,MOM-25,Task-2a,Task-2b,Task-2c,Task-2d
401.13,401.9091134,401.5174771,-0.01490668,0.034745234,26.48,1,2,1,1
394.51,395.6483251,395.0490367,-0.031164047,0.035297491,19.31,1,1,1,1
397.82,397.4858962,397.606849,-0.023035363,0.034758893,24.27,2,1,1,1
391.75,392.6324456,392.2005268,-0.037942043,0.033915654,17.65,1,1,1,1
388.99,389.5503762,389.2369636,-0.044720039,0.033675219,13.79,1,1,1,1
392.86,392.3508271,392.5813049,-0.03521611,0.033321533,19.31,2,1,1,1
391.2,391.3770503,391.3062542,-0.039292731,0.033113072,16.55,1,1,1,1
390.65,390.7618539,390.7004811,-0.040643418,0.032606663,20.42,1,1,1,1
395.06,394.3987468,394.7246524,-0.02981336,0.032038163,20.41,2,1,1,1
405.55,403.8344226,404.717281,-0.004052063,0.03164814,31.45,2,2,1,1
403.89,403.8814496,403.953637,-0.008128684,0.031906096,31.45,2,2,1,1
405.55,405.2932999,405.4272028,-0.004052063,0.031833911,34.76,2,2,1,1
405.55,405.5105077,405.5405541,-0.004052063,0.031089374,35.32,2,2,1,1
406.1,406.0093089,406.0569657,-0.002701375,0.030670008,37.52,2,2,1,1
402.79,403.2852783,403.0413051,-0.010830059,0.029969297,22.07,1,2,1,1
412.17,410.8031197,411.4677927,0.012205305,0.028396327,32.56,2,2,1,1
411.07,411.0289415,411.1005994,-0.002668802,0.027082505,17.66,2,2,1,1
417.13,416.1913756,416.6662,0.01203387,0.024886626,25.93,2,2,1,1
418.24,417.924827,418.1189385,0.002661041,0.022355669,25.93,2,2,1,1
415.48,415.8561272,415.6829953,-0.006599082,0.022223246,14.9,1,2,1,1
415.48,415.5378657,415.495615,-0.006599082,0.020895715,13.24,1,2,1,1
409.96,410.8181332,410.3858165,-0.019797246,0.021428147,5.52,1,2,1,1
407.2,407.7566359,407.4450628,-0.026396327,0.020980817,0,1,1,1,0
411.07,410.5602517,410.7911587,-0.017143267,0.020383121,4.97,2,2,1,1
416.58,415.6538849,416.1347045,-0.003969013,0.020583792,15.45,2,2,1,1
420.45,419.7121361,420.1180542,0.005284047,0.021324682,25.94,2,2,1,1
420.45,420.3364825,420.4244657,0,0.022513747,22.63,2,2,1,1
420.45,420.4325358,420.4480358,0,0.023552414,28.7,2,2,1,1
421,420.9126978,420.9575412,0.001308122,0.024490168,32.01,2,2,1,1
420.45,420.5211843,420.4890416,-0.001306413,0.025254207,27.59,1,2,1,1
419.34,419.5217207,419.4283878,-0.003942993,0.025260045,28.14,1,2,1,1
422.65,422.1687263,422.4021837,0.00391924,0.02530166,32,2,2,1,1
421.55,421.6451887,421.6155526,-0.002602626,0.024766363,26.49,1,2,1,1
420.45,420.6338752,420.5396579,-0.005205253,0.023307553,14.9,1,2,1,1
421.55,421.4090577,421.4722814,-0.002602626,0.022086899,17.66,2,2,1,1
422.1,421.9937012,422.051714,-0.001301313,0.020268915,16.55,2,2,1,1
422.1,422.0836463,422.0962857,-0.001301313,0.017816967,16.55,2,2,2,1
421.55,421.6320994,421.592022,-0.002602626,0.015841703,15.45,1,2,2,1
418.24,418.7618615,418.4978478,-0.010434165,0.015485668,15.45,1,2,2,1
421,420.655671,420.8075268,-0.003903939,0.014550129,8.83,2,2,2,1
422.1,421.8777955,422.000579,-0.001301313,0.013869007,11.03,2,2,2,1
422.65,422.5311993,422.6000445,0,0.013099739,5.52,2,2,2,1
418.79,419.3655691,419.0830803,-0.009132852,0.012280264,0.55,1,2,2,1
419.89,419.8093183,419.8279293,-0.006530226,0.01017182,4.41,2,2,2,1
418.24,418.4814336,418.3621484,-0.010434165,0.009793447,2.76,1,2,2,1
419.34,419.2079129,419.2647806,-0.007831539,0.009169476,9.38,2,2,2,1
414.38,415.1227558,414.7557524,-0.019567018,0.009142291,7.18,1,2,2,1
412.72,413.0896547,412.8765963,-0.023494617,0.009358313,1.65,1,1,2,1
407.2,408.1061007,407.6366613,-0.036555069,0.009636504,-9.38,1,1,2,2
409.41,409.2094001,409.2735893,-0.031326156,0.010823047,-11.04,2,1,2,2
411.07,410.7837539,410.9318146,-0.027398557,0.01091144,-9.38,2,1,2,2
408.31,408.6905775,408.511678,-0.033928783,0.010218011,-12.14,1,1,2,2
408.31,408.3685504,408.3255137,-0.033928783,0.01069065,-12.69,1,1,2,2
409.96,409.7151616,409.8342703,-0.030024843,0.011572604,-10.49,2,1,2,2
404.44,405.2515633,404.8549439,-0.043085295,0.01207358,-14.9,1,1,2,2
407.75,407.3656251,407.5273034,-0.035253756,0.013368137,-14.9,2,1,2,2
404.44,404.8900962,404.6774849,-0.043085295,0.013920627,-17.11,1,1,2,2
400.03,400.7777071,400.3874988,-0.053519461,0.014813526,-20.42,1,1,2,2
395.62,396.4134934,395.9867307,-0.063953626,0.016331425,-25.93,1,1,2,2
393.96,394.3374605,394.1159024,-0.067881226,0.018478248,-28.14,1,1,2,2
402.24,401.0242247,401.6150694,-0.048290548,0.020267912,-19.86,2,1,1,2
399.48,399.717573,399.6442361,-0.054820774,0.020549541,-22.07,1,1,1,2
402.79,402.3173189,402.5480182,-0.046989235,0.021097385,-15.45,2,1,1,2
405.55,405.0526645,405.3190783,-0.040459009,0.021036597,-15.45,2,1,1,2
407.2,406.8696407,407.0553137,-0.036555069,0.020598592,-14.9,2,1,1,2
407.2,407.1491755,407.1888703,-0.030222201,0.019978311,-15.45,2,1,2,2
406.65,406.7267962,406.6914516,-0.031532068,0.01932087,-12.14,1,1,2,2
406.65,406.6618148,406.6531886,-0.03026184,0.018962003,-13.24,1,1,2,2
407.75,407.5825869,407.6656299,-0.02763867,0.018196186,-10.49,2,1,2,2
415.48,414.2650134,414.8788946,0.002654568,0.017096052,-3.86,2,2,2,2
418.79,418.0938482,418.4891457,0.007966689,0.016092738,4.41,2,2,2,1
423.2,422.4144382,422.8376266,0.010530337,0.016086748,10.48,2,2,2,1
427.62,426.8191443,427.2521251,0.010444234,0.016657744,20.42,2,2,2,1
425.41,425.6267914,425.5517019,-0.00516814,0.018320974,16,1,2,2,1
424.86,424.9779679,424.9132078,-0.006454329,0.019262007,13.79,1,2,2,1
418.24,419.2766104,418.7533237,-0.021935363,0.020462631,9.93,1,1,1,1
416.58,416.9948631,416.7471787,-0.025817314,0.020815244,8.27,1,1,1,1
410.51,411.5076713,410.989783,-0.04001216,0.021043244,0.55,1,1,1,1
413.82,413.4642571,413.602291,-0.032271643,0.021039145,9.38,2,1,1,1
409.41,410.0337319,409.7324839,-0.042584538,0.021118398,1.66,1,1,1,1
408.31,408.5751895,408.4194218,-0.045156915,0.021108379,3.87,1,1,1,1
411.07,410.686183,410.8661094,-0.038702586,0.021103477,11.04,2,1,1,1
411.07,411.0109512,411.0543161,-0.038702586,0.021109463,15.45,2,1,1,1
414.38,413.8616848,414.1241782,-0.030962069,0.020945434,20.42,2,1,1,1
409.96,410.5602592,410.2803214,-0.041298349,0.021001013,7.72,1,1,1,1
408.31,408.6561937,408.4615632,-0.045156915,0.020815288,8.83,1,1,1,1
410.51,410.224799,410.3524279,-0.04001216,0.020244279,7.72,2,1,1,1
409.96,410.0007383,409.9901868,-0.041298349,0.018936803,4.41,1,1,2,1
410.51,410.431652,410.4700144,-0.04001216,0.017105788,3.31,2,1,2,1
408.31,408.636408,408.476155,-0.045156915,0.016510596,1.11,1,1,2,1
409.96,409.7563705,409.8458581,-0.041298349,0.01551724,3.31,2,1,2,1
409.41,409.4632878,409.4435275,-0.042584538,0.0148896,2.76,1,1,2,1
411.07,410.8228135,410.9448867,-0.038702586,0.014589147,3.32,2,1,2,1
411.62,411.4973559,411.5680682,-0.037416398,0.014369278,-3.86,2,1,2,2
415.48,414.8672855,415.1790822,-0.028389692,0.014118884,-3.31,2,1,2,2
422.1,420.9872747,421.5676217,-0.012908657,0.013798874,-1.1,2,2,2,2
422.65,422.3941961,422.5667401,-0.006487859,0.013917458,-4.97,2,2,2,2
419.89,420.2752609,420.0959031,-0.011697971,0.014096341,-5.52,1,2,2,2
422.1,421.8192709,421.9458387,-0.001301313,0.014282846,-2.76,2,2,2,2
420.45,420.6606571,420.5650645,-0.005205253,0.014549143,2.21,1,2,2,1
412.17,413.4762549,412.8157742,-0.02479593,0.014285085,-4.41,1,1,2,2
406.65,407.7001931,407.1242903,-0.037856382,0.01303831,-3.86,1,1,2,2
414.38,413.3523374,413.8218685,-0.019567018,0.012389307,0.56,2,2,2,1
414.38,414.2218981,414.3370668,-0.019567018,0.011239457,4.97,2,2,2,1
407.75,408.7456766,408.2566974,-0.035253756,0.011016491,-0.56,1,1,2,2
409.96,409.773181,409.8289767,-0.030024843,0.011141877,-1.11,2,1,2,2
412.17,411.8012586,411.9899213,-0.02479593,0.011165939,1.1,2,1,2,1
415.48,414.9140398,415.2115324,-0.016964391,0.011154377,1.1,2,2,2,1
421,420.0636984,420.5547333,-0.003903939,0.011108668,11.04,2,2,2,1
419.34,419.4513382,419.433441,-0.007831539,0.011467044,11.03,1,2,2,1
421.55,421.227129,421.3871878,-0.002602626,0.011716677,11.04,2,2,2,1
422.65,422.4310968,422.5528606,0,0.012164923,12.69,2,2,2,1
421.55,421.6855533,421.6271431,-0.002602626,0.012762596,11.04,1,2,2,1
419.34,419.7008544,419.5159341,-0.007831539,0.012990057,11.03,1,2,2,1
417.13,417.5255161,417.3135334,-0.013060452,0.012791931,7.17,1,2,2,1
419.89,419.5262332,419.6918103,-0.006530226,0.01263285,10.48,2,2,2,1
425.41,424.5048051,424.9701393,0.006530226,0.012523079,14.34,2,2,2,1
423.76,423.8745854,423.8530876,-0.003878611,0.012994737,12.14,1,2,2,1
421.55,421.9076285,421.7271606,-0.0090736,0.012870123,6.07,1,2,2,1
424.86,424.405789,424.6190124,-0.00129287,0.012628264,2.76,2,2,2,1
423.2,423.385506,423.3091548,-0.005194988,0.012534705,0.55,1,2,2,1
416.58,417.6270009,417.0976273,-0.020756447,0.012368223,-3.31,1,1,2,2
418.24,418.1456924,418.1521252,-0.016854329,0.012017024,-3.86,2,2,2,2
418.24,418.2254911,418.2332404,-0.016854329,0.01194258,-2.21,2,2,2,2
418.24,418.2377679,418.23948,-0.016854329,0.011826809,6.07,2,2,2,1
414.93,415.4388874,415.1845754,-0.024635058,0.011663531,8.28,1,1,2,1
416.58,416.4044442,416.4726596,-0.020756447,0.011722316,2.2,2,1,2,1
401.13,403.4799145,402.3102046,-0.057074352,0.011599379,-13.25,1,1,2,2
405.55,405.2315253,405.300785,-0.046684375,0.013695917,-2.2,2,1,2,2
416.86,415.0710039,415.9708296,-0.020098258,0.014473015,6.9,2,1,2,1
418.79,418.2178468,418.5731407,-0.015561458,0.013674388,6.62,2,2,2,1
419.34,419.167361,419.2810108,-0.014268588,0.013622595,3.86,2,2,2,1
419.34,419.3134402,419.3354624,-0.014268588,0.013572959,-1.66,2,2,2,2
417.13,417.4659139,417.299651,-0.019463576,0.012807502,-2.21,1,2,2,2
416.58,416.7162944,416.6353578,-0.020756447,0.012270673,-4.97,1,1,2,2
417.13,417.066353,417.0919506,-0.019463576,0.011975164,-5.52,2,2,2,2
419.34,418.9902082,419.1670731,-0.014268588,0.011912452,-2.21,2,2,2,2
421.55,421.1561859,421.3666979,-0.0090736,0.011861359,2.21,2,2,2,1
423.76,423.3594132,423.5758998,-0.003878611,0.011934283,6.63,2,2,2,1
423.2,423.2245251,423.2289154,-0.005194988,0.012089031,3.31,2,2,2,1
424.86,424.6083885,424.734532,0,0.012127465,-0.55,2,2,2,2
424.86,424.8212905,424.8503486,0,0.012377314,1.1,2,2,2,1
421.55,422.0532755,421.803873,-0.007790802,0.012674617,0,1,2,2,0
424.31,423.9628116,424.117221,-0.001294544,0.012695668,-0.55,2,2,2,2
423.2,423.3173556,423.2705555,-0.003907169,0.012903028,0,1,2,2,0
424.86,424.6226701,424.737735,0,0.012722444,8.28,2,2,2,1
423.76,423.8927185,423.8352104,-0.002589088,0.012813371,5.52,1,2,2,1
419.34,420.0404182,419.6857854,-0.012992515,0.012937122,1.1,1,2,2,1
416.03,416.6469874,416.3112143,-0.020783317,0.012684834,-2.21,1,1,2,2
411.07,411.9279981,411.4731703,-0.032457751,0.012613525,-3.86,1,1,2,2
416.03,415.3989228,415.6794746,-0.020783317,0.013037841,-0.55,2,1,2,2
417.13,416.8636804,417.0184211,-0.018194229,0.013086957,16,2,2,2,1
414.93,415.2274893,415.0906478,-0.023372405,0.01310401,9.38,1,1,2,1
416.58,416.3719214,416.4654344,-0.019488773,0.01319831,-0.28,2,2,2,2
420.45,419.8226033,420.143495,-0.01037989,0.013125791,1.66,2,2,2,1
423.2,422.6804005,422.9648842,-0.003907169,0.013122272,3.86,2,2,2,1
427.62,426.8600616,427.2619142,0.006496258,0.01053485,8.28,2,2,2,1
432.03,431.2346249,431.6632242,0.010312895,0.0090928,14.9,2,2,2,1
438.65,437.5091731,438.1125557,0.01532301,0.010356666,22.07,2,2,2,1
439.76,439.4137189,439.6332735,0.002530491,0.012977725,22.63,2,2,2,1
437,437.3713414,437.2025595,-0.006276151,0.015228965,17.66,1,2,2,1
440.31,439.8578987,440.0709661,0.001250682,0.01648565,18.76,2,2,2,1
435.89,436.5004459,436.2116128,-0.010038382,0.017957887,12.13,1,2,2,1
435.89,435.9839148,435.9147394,-0.010038382,0.018424466,12.69,1,2,2,1
432.58,433.1036792,432.8365184,-0.017555813,0.018789348,7.72,1,2,2,1
427.62,428.463643,428.0212706,-0.028820604,0.01889117,2.76,1,1,2,1
425.41,425.8797912,425.610867,-0.033839795,0.018828464,3.86,1,1,2,1
427.07,426.886891,426.957759,-0.030069724,0.018805568,2.76,2,1,2,1
430.38,429.8425986,430.1167507,-0.022552293,0.018771062,7.18,2,1,2,1
433.14,432.6327075,432.9074424,-0.016283982,0.01885865,8.28,2,2,2,1
436.45,435.8627242,436.1774956,-0.008766551,0.019086835,12.69,2,2,2,1
436.45,436.3596499,436.4290381,-0.008766551,0.019435952,17.11,2,2,2,1
439.21,438.7714846,438.9960799,-0.00249824,0.019817822,23.18,2,2,2,1
445.83,444.7440746,445.3043138,0.012536622,0.020352227,34.76,2,2,1,1
449.14,448.4637038,448.8449472,0.007424355,0.021696905,33.11,2,2,1,1
438.65,440.1598006,439.4342267,-0.023355747,0.023293181,21.52,1,1,1,1
438.1,438.4168924,438.2026328,-0.024580309,0.023126423,23.17,1,1,1,1
447.48,446.0856758,446.7663564,-0.003695952,0.022418787,30.9,2,2,1,1
444.17,444.4647193,444.3697197,-0.011065592,0.021625557,23.72,1,2,1,1
445.27,445.1461107,445.2007477,-0.008616467,0.020908166,22.07,2,2,1,1
441.41,441.9847863,441.701596,-0.017210669,0.020205139,13.79,1,2,1,1
440.31,440.5676594,440.4170458,-0.019659794,0.018469701,8.28,1,2,2,1
439.76,439.8842553,439.810542,-0.020884357,0.01660962,1.11,1,1,2,1
442.52,442.1145008,442.3115802,-0.01473928,0.01514795,2.76,2,2,2,1
444.17,443.8537694,444.0270446,-0.011065592,0.014080088,7.17,2,2,2,1
445.83,445.5259645,445.6913111,-0.00736964,0.01365296,5.52,2,2,2,1
462.38,459.7870715,461.0962547,0.029478559,0.013743676,26.49,2,2,2,1
464.03,463.3772418,463.8043273,0.003568493,0.017011243,28.14,2,2,2,1
465.14,464.8688064,465.0372559,0.002392087,0.019900538,32.56,2,2,2,1
463.48,463.6936625,463.5997889,-0.003568818,0.022377427,35.86,1,2,1,1
466.24,465.8482558,466.0369068,0.002364879,0.024190392,40.83,2,2,1,1
466.24,466.1797317,466.2243774,0,0.025989954,39.17,2,2,1,1
462.38,462.9645741,462.6757213,-0.008278998,0.027450125,32,1,2,1,1
455.76,456.868396,456.2919786,-0.022477694,0.027927218,22.62,1,1,1,1
455.76,455.9305225,455.8009214,-0.022477694,0.027113746,19.31,1,1,1,1
457.41,457.1823881,457.2862247,-0.018938744,0.0257657,20.96,2,2,1,1
462.93,462.045752,462.4958634,-0.007099348,0.024476329,23.72,2,2,1,1
462.38,462.3285772,462.3889126,-0.008278998,0.023847042,16.55,2,2,1,1
464.03,463.7682427,463.9037625,-0.004740048,0.023269094,14.89,2,2,1,1
456.86,457.9228066,457.4018279,-0.020118394,0.023039583,18.21,1,1,1,1
451.9,452.8265856,452.3232175,-0.030756692,0.022165869,13.8,1,1,1,1
456.31,455.7740901,456.0033244,-0.021298044,0.021420973,8.83,2,1,1,1
454.65,454.8229369,454.7541019,-0.024858442,0.021239263,10.48,1,1,1,1
456.86,456.5466057,456.6980078,-0.020118394,0.02116274,11.59,2,1,1,1
459.07,458.6817855,458.8875391,-0.015378346,0.020217789,17.66,2,2,1,1
456.86,457.1402747,457.0159645,-0.020118394,0.019111067,16.55,1,1,2,1
454.65,455.0331192,454.8319973,-0.024858442,0.018861326,14.89,1,1,2,1
462.38,461.2497106,461.7993844,-0.008278998,0.018259822,19.86,2,2,2,1
465.69,465.0068786,465.3907219,-0.00117965,0.017906775,21.52,2,2,2,1
466.24,466.050289,466.1746709,0,0.017159409,20.41,2,2,2,1
475.07,473.6823522,474.3857439,0.018938744,0.01600058,12.69,2,2,2,1
473.41,473.4519003,473.4850572,-0.003494222,0.015527711,9.38,2,2,2,1
470.66,471.0895231,470.8773121,-0.009282843,0.014888214,5.52,1,2,2,1
468.45,468.8560805,468.6367163,-0.013934789,0.013824343,4.97,1,2,2,1
467.9,468.0470893,467.9566705,-0.015092513,0.012508348,1.66,1,2,2,1
466.79,466.9833984,466.8797439,-0.01742901,0.012723371,0.55,1,2,2,1
463.48,464.0189844,463.7415188,-0.024396405,0.01283645,1.1,1,1,2,1
464.03,464.0283053,464.0078091,-0.023238681,0.012794223,8.27,1,1,2,1
469.55,468.7005085,469.1236776,-0.01161934,0.012798947,13.79,2,2,2,1
469.55,469.419309,469.517206,-0.01161934,0.013032539,12.14,2,2,2,1
469.55,469.5298937,469.5474774,-0.01161934,0.01325687,6.62,2,2,2,1
480.59,478.8884452,479.7405752,0.01161934,0.013532957,18.21,2,2,2,1
483.35,482.663607,483.0723519,0.005742941,0.014933825,19.32,2,2,2,1
497.69,495.3782472,496.5655655,0.029667942,0.016447886,40.83,2,2,2,1
497.69,497.3343457,497.603505,0,0.020719571,45.79,2,2,1,1
496.04,496.2391301,496.1602696,-0.003315317,0.024104074,39.73,1,2,1,1
501,500.2675585,500.627713,0.006650726,0.026466881,46.35,2,2,1,1
496.04,496.6903936,496.392901,-0.0099002,0.02925386,39.18,1,2,1,1
487.21,488.6685221,487.916377,-0.02752495,0.030429625,28.14,1,1,1,1
482.24,483.2290034,482.6766444,-0.03744511,0.029924178,25.38,1,1,1,1
492.73,491.2683082,491.956665,-0.016506986,0.029327591,38.08,2,2,1,1
488.31,488.7651243,488.5905127,-0.025329341,0.029164617,25.93,1,1,1,1
492.73,492.1200191,492.4115779,-0.016506986,0.028610567,27.04,2,2,1,1
498.24,497.2984645,497.7916598,-0.005508982,0.028411823,32,2,2,1,1
507.62,506.0320715,506.8639738,0.013213573,0.028233711,32.55,2,2,1,1
502.11,502.7133956,502.4756903,-0.010854576,0.028590591,28.7,1,2,1,1
497.14,497.9974455,497.5504377,-0.020645365,0.028738313,26.48,1,1,1,1
498.8,498.6765301,498.7038798,-0.017375202,0.028490022,30.35,2,2,1,1
496.59,496.9110046,496.7526061,-0.021728852,0.028234213,28.69,1,1,1,1
492.17,492.8993853,492.5225082,-0.030436153,0.028342212,25.38,1,1,1,1
494.38,494.1522131,494.237116,-0.026082503,0.028045575,30.9,2,1,1,1
491.07,491.5441866,491.3136243,-0.032603128,0.027547166,27.04,1,1,1,1
499.35,498.1491056,498.7318173,-0.016291714,0.026589802,29.8,2,2,1,1
503.76,502.8967855,503.3732167,-0.007604113,0.025759943,34.21,2,2,1,1
508.18,507.3671978,507.8102474,0.001103187,0.024856042,38.63,2,2,1,1
504.31,504.7803381,504.5792498,-0.007615412,0.023494672,23.72,1,2,1,1
512.04,510.9231289,511.4660961,0.007595734,0.021330745,28.69,2,2,1,1
510.38,510.4635583,510.4635459,-0.003241934,0.020453456,12.69,1,2,1,1
512.04,511.7974705,511.9187343,0,0.01886501,14.35,2,2,2,1
507.07,507.7973032,507.4429796,-0.009706273,0.016848549,11.03,1,2,2,1
507.62,507.6472774,507.606383,-0.008632138,0.015905085,6.62,1,2,2,1
504.87,505.2972734,505.080491,-0.014002812,0.015170942,8.83,1,2,2,1
507.62,507.2626575,507.4246532,-0.008632138,0.015299534,20.41,2,2,2,1
506.52,506.634255,506.5895887,-0.010780408,0.015577988,24.28,1,2,2,1
506.52,506.5375777,506.525353,-0.010780408,0.01569976,13.79,1,2,2,1
508.73,508.3927043,508.5604118,-0.006464339,0.01587014,20.42,2,2,2,1
507.07,507.273493,507.1846471,-0.009706273,0.016071312,14.34,1,2,2,1
513.14,512.2374605,512.6818959,0.00214827,0.015335136,14.9,2,2,2,1
518.66,517.671917,518.2001458,0.010757298,0.014018393,11.04,2,2,2,1
522.52,521.7741411,522.1877035,0.007442255,0.014674352,20.41,2,2,2,1
526.94,526.1452525,526.5744387,0.008459006,0.015066656,29.8,2,2,2,1
531.9,531.0146542,531.4903414,0.009412836,0.016399847,33.1,2,2,2,1
534.11,533.633793,533.9084878,0.004154916,0.01863815,37.52,2,2,2,1
517.56,520.0328912,518.817576,-0.030986126,0.021074598,25.39,1,1,1,1
515.9,516.5358294,516.1244289,-0.0340941,0.021206336,21.52,1,1,1,1
515.35,515.5324353,515.4095715,-0.035123851,0.020882677,24.28,1,1,1,1
519.21,518.6442208,518.9176593,-0.027896875,0.020579866,19.86,2,1,1,1
515.9,516.3221878,516.1321276,-0.0340941,0.020192281,12.14,1,1,1,1
512.59,513.1641827,512.8624714,-0.040291326,0.01899563,4.41,1,1,2,1
515.35,515.0137204,515.1586516,-0.035123851,0.017842426,11.04,2,1,2,1
519.76,519.0298031,519.4060501,-0.026867125,0.015976505,7.72,2,1,2,1
521.97,521.517662,521.7727731,-0.0227294,0.015271536,11.59,2,1,2,1
526.38,525.631948,526.0255979,-0.014472674,0.015048796,14.34,2,2,2,1
524.18,524.4033766,524.3219691,-0.018591676,0.015439433,17.11,1,2,2,1
518.11,519.0782118,518.5878438,-0.029956376,0.01521942,10.49,1,1,2,1
515.9,516.3889557,516.1067572,-0.0340941,0.01517179,11.03,1,1,2,1
509.83,510.8390701,510.3128275,-0.045458801,0.015027312,2.21,1,1,2,1
508.73,509.0544723,508.851756,-0.047518301,0.015133323,2.21,1,1,2,1
510.38,510.1760727,510.2624428,-0.04442905,0.015008108,3.86,2,1,2,1
509.83,509.8832419,509.8632648,-0.045458801,0.01482659,1.1,1,1,2,1
508.18,508.4420372,508.3094819,-0.048548052,0.01441335,1.11,1,1,2,1
504.87,505.4195442,505.1345755,-0.054745277,0.014371328,-8.27,1,1,2,2
509.83,509.1514683,509.4688135,-0.045458801,0.014532644,-8.83,2,1,2,2
509.83,509.7256105,509.8022164,-0.045458801,0.014273932,-12.69,2,1,2,2
506.52,507.0131708,506.7724782,-0.051656026,0.014200756,-20.42,1,1,2,2
503.76,504.2604878,503.9917291,-0.056823501,0.014254509,-28.14,1,1,2,2
499.9,500.5708443,500.2147484,-0.050305863,0.01495131,-34.21,1,1,2,2
500.45,500.4685914,500.4319037,-0.04926099,0.016044765,-17.11,1,1,2,2
495.49,496.2559371,495.8701464,-0.058683841,0.016740407,-20.41,1,1,2,2
494.38,494.6686057,494.4946266,-0.060792583,0.017519143,-20.97,1,1,2,2
500.45,499.5605547,499.9918944,-0.04926099,0.017505105,-18.76,2,1,2,2
498.8,498.9170084,498.8916842,-0.052395608,0.016012106,-17.1,1,1,2,2
495.49,496.0172321,495.751668,-0.058683841,0.016444974,-17.1,1,1,2,2
496.04,496.0364972,496.0178206,-0.057638968,0.01719577,-19.31,1,1,2,2
490.52,491.3686919,490.9429093,-0.068125689,0.017781777,-29.24,1,1,2,2
487.76,488.3151834,488.0048392,-0.073369049,0.018612507,-34.21,1,1,2,2
492.73,492.0507974,492.3665261,-0.059998474,0.019793044,-33.65,2,1,2,2
494.38,494.0216611,494.2251174,-0.045801085,0.02036391,-29.8,2,1,1,2
494.38,494.3248709,494.368086,-0.04171351,0.020540135,-23.73,2,1,1,2
507.62,505.5745955,506.600622,-0.005407735,0.020206762,-8.28,2,2,1,2
507.07,506.8399378,507.033894,-0.006485364,0.019158429,-2.76,2,2,2,2
507.07,507.0346058,507.0672226,-0.006485364,0.017246615,-1.66,2,2,2,2
507.07,507.0645547,507.0697864,-0.005413569,0.015415538,-3.31,2,2,2,2
509.83,509.4045469,509.6176759,0,0.014378029,0,2,2,2,0
504.31,505.0937764,504.7182828,-0.010827138,0.013743646,-3.87,1,2,2,2
508.18,507.7051964,507.9137141,-0.003236373,0.013458831,3.31,2,2,2,1
512.04,511.3731071,511.7225934,0.004334778,0.01341825,2.21,2,2,2,1
507.07,507.7320165,507.4278918,-0.009706273,0.013581681,-2.76,1,2,2,2
504.31,504.8364641,504.5498378,-0.015096477,0.013399239,-2.21,1,2,2,2
500.45,501.1248406,500.7653721,-0.02263495,0.013225571,-3.31,1,1,2,2
501.55,501.4845909,501.489644,-0.020486681,0.013183563,1.65,2,1,2,1
500.45,500.6091678,500.5299726,-0.02263495,0.012811537,0,1,1,2,0
500.45,500.4744874,500.4561517,-0.02263495,0.012399582,4.96,1,1,2,1
498.24,498.5837673,498.4104732,-0.026951019,0.012224737,3.86,1,1,2,1
506.52,505.2990411,505.8961902,-0.010780408,0.012202276,6.07,2,2,2,1
513.14,511.9336986,512.5827839,0.00214827,0.012382871,14.34,2,2,2,1
520.87,519.4951844,520.2325218,0.015064115,0.01317451,25.38,2,2,2,1
528.59,527.1907976,527.9471171,0.014821357,0.014797595,32.55,2,2,2,1
527.49,527.4439689,527.5251629,-0.002081008,0.017363476,36.97,2,2,2,1
520.87,521.8813798,521.3819356,-0.014604892,0.019416849,33.11,1,2,2,1
523.63,523.3609815,523.457072,-0.009383454,0.020173555,30.9,2,2,1,1
514.25,515.6516895,514.9582363,-0.027128777,0.020891961,19.87,1,1,1,1
512.04,512.5956445,512.2644797,-0.031309711,0.020705454,17.66,1,1,1,1
509.83,510.2554838,510.0172677,-0.035490645,0.01980613,2.21,1,1,2,1
507.62,508.025459,507.8044052,-0.039671579,0.018308596,0.55,1,1,2,1
507.62,507.6823783,507.634185,-0.039671579,0.017313746,0.55,1,1,2,1
507.62,507.6295967,507.6210912,-0.039671579,0.016417971,0.55,1,1,2,1
507.62,507.6214764,507.6200839,-0.039671579,0.015418192,-2.21,1,1,2,2
505.42,505.7586887,505.5892372,-0.043833595,0.015420487,1.11,1,1,2,1
501,501.732106,501.3530182,-0.052195463,0.015479349,-7.18,1,1,2,2
501,501.1126317,501.0271552,-0.052195463,0.015787599,-11.04,1,1,2,2
501.55,501.4827126,501.5097812,-0.051154959,0.016078561,-5.52,2,1,2,2
500.45,500.6088789,500.5315216,-0.053235967,0.016336799,-3.86,1,1,2,2
504.87,504.2144429,504.5362709,-0.044874099,0.016550351,4.42,2,1,2,1
506.52,506.1652989,506.3674055,-0.041752587,0.016616658,4.97,2,1,2,1
509.83,509.2661998,509.5636466,-0.035490645,0.016592861,9.38,2,1,2,1
512.04,511.6132615,511.8495113,-0.031309711,0.016582501,11.59,2,1,2,1
510.38,510.5697325,510.4930393,-0.034450141,0.016532548,12.14,1,1,2,1
512.04,511.813805,511.921003,-0.031309711,0.016206778,5.52,2,1,2,1
512.59,512.4705854,512.5385387,-0.030269207,0.01594982,-0.55,2,1,2,2
509.28,509.7708593,509.5306568,-0.036531149,0.015579864,-11.59,1,1,2,2
513.14,512.6216707,512.8623582,-0.027204307,0.015137915,-15.45,2,1,2,2
514.8,514.4648724,514.6509506,-0.016863052,0.01442646,-12.69,2,2,2,2
